seq,M,N,K,path,site,kernel,threadgroups,tg_per_core,gflop,ms_raw_mean,ms_raw_sd,ms
218,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3411250014323741,0.0007828289950941691,0.3350781721901183
219,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3404834074899554,0.002119821069433954,0.33444795123119947
220,512,6144,2048,regular,"attn wq, full-attention layers",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,768,38.4,12.8849,1.765500009059906,0.001444277793235865,1.734204510233495
221,512,48,2048,splitk,"attn g_proj (per-head gate), full-attention layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_naligned_K_taligned,128,6.4,0.1007,0.03563339705578983,0.0004189904138377802,0.03500175450126256
222,512,2048,6144,regular,"attn wo, full-attention layers",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,12.8849,1.8440334009937942,0.0008245844525586635,1.8113458083341978
223,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10168319568037987,0.0005741196543014546,0.099880745204735
224,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3407999989576638,0.0008524969192019626,0.33475893075449814
225,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3408916003536433,0.001281536513990096,0.33484890841138637
226,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.3360750055871904,0.0005631983047405437,2.2946654149779606
227,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.0348083907738328,0.00041620948222004906,0.034191372395457484
228,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.4421752023044974,0.0027995129173309023,2.3988848648446255
229,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10212479974143207,0.0006086226362489994,0.10031452133075267
230,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.3395999956410378,0.002321186538908867,0.33358019886364076
231,512,1024,2048,splitk,"attn wk / wv  (K and V projections, all 40 layers)",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,1024,51.2,2.1475,0.34113339497707784,0.0019872592990257416,0.33508641694968067
232,512,8192,2048,regular,"attn wq, sliding-window layers + layer-0 dense gate/up",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,1024,51.2,17.1799,2.3370332084596157,0.0013558661445375695,2.2956066326129374
233,512,64,2048,splitk,"attn g_proj (per-head gate), sliding-window layers",steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,128,6.4,0.1342,0.034908391535282135,0.00048167979515175655,0.034289600529494466
234,512,2048,8192,regular,"attn wo, sliding-window layers + layer-0 dense down",steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,17.1799,2.4443333968520164,0.0023916260908118008,2.4010048029352866
235,512,256,2048,splitk,MoE router logits GEMM (38 MoE layers),steel_gemm_splitk_nt_bfloat16_float32_bm32_bn32_bk16_wm2_wn2_MN_taligned_K_taligned,256,12.8,0.5369,0.10296660475432873,0.0007815925343787588,0.10114140439085523
236,512,2048,2048,regular,layer-39 [K;V] bank projection,steel_gemm_fused_nt_bfloat16_bfloat16_bm64_bn64_bk16_wm2_wn2,256,12.8,4.295,0.617400009650737,0.0009004915274260067,0.6064558911696846
