# host
device                       Apple M4 Pro
architecture                 applegpu_g16s
maxThreadgroupMemoryLength   32768
recommendedWorkingSetSize    40200896512
k_alu maxThreadsPerTG        1024
k_gemm maxThreadsPerTG       1024
counterSampling.stage        true
counterSampling.dispatch     false
counterSampling.blit         false
rounds=9 targetMs=20.0

# arms
pair,size,arm,wall_ms,busy_sum_ms,busy_union_ms,cbs,cbunion_overlap,cb_layout_ms
gemm/gemm,small M=64 N=64 K=660128 tg=16,serialenc_1cb,42.293,43.341,22.498,0.0057,0.0041,0.0446,0.0119,41.366,41.366,0.000000
gemm/gemm,small M=64 N=64 K=660128 tg=16,two_cb,37.048,43.341,22.498,0.1418,0.1112,0.1663,0.2957,72.252,36.128,0.499970
gemm/gemm,small M=64 N=64 K=660128 tg=16,two_queue,38.373,43.341,22.498,0.1185,0.0754,0.1694,0.2464,74.717,37.361,0.499965
gemm/gemm,small M=64 N=64 K=660128 tg=16,two_cb_serial,42.074,43.341,22.498,0.0295,-0.0141,0.0428,0.0614,41.724,41.724,0.000000
gemm/gemm,half M=128 N=160 K=572832 tg=80,a_only,19.079,41.399,22.439,0.4999,0.4542,0.5046,1.0000,18.913,18.913,0.000000
gemm/gemm,half M=128 N=160 K=572832 tg=80,b_only,19.073,41.399,22.439,0.5001,0.4954,0.5458,1.0004,18.906,18.906,0.000000
gemm/gemm,half M=128 N=160 K=572832 tg=80,concurrent_1cb,36.823,41.399,22.439,0.0542,-0.0246,0.1883,0.1192,36.639,36.639,0.000000
gemm/gemm,half M=128 N=160 K=572832 tg=80,barrier_1cb,37.934,41.399,22.439,0.0094,-0.0828,0.0907,0.0188,37.768,37.768,0.000000
gemm/gemm,half M=128 N=160 K=572832 tg=80,raw_1cb,37.857,41.399,22.439,0.0134,-0.0857,0.0949,0.0270,37.688,37.688,0.000000
gemm/gemm,half M=128 N=160 K=572832 tg=80,serialenc_1cb,37.838,41.399,22.439,0.0092,0.0038,0.0906,0.0184,37.637,37.637,0.000000
gemm/gemm,half M=128 N=160 K=572832 tg=80,two_cb,37.045,41.399,22.439,0.0808,-0.0385,0.1246,0.1631,57.691,36.465,0.367920
gemm/gemm,half M=128 N=160 K=572832 tg=80,two_queue,36.523,41.399,22.439,0.0746,0.0458,0.1881,0.1628,57.216,36.120,0.368709
gemm/gemm,half M=128 N=160 K=572832 tg=80,two_cb_serial,37.945,41.399,22.439,0.0024,-0.0045,0.1591,0.0048,37.611,37.611,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,a_only,20.244,40.086,20.309,0.4998,0.4925,0.5032,1.0000,19.645,19.645,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,b_only,19.874,40.086,20.309,0.5002,0.4968,0.5075,1.0009,19.651,19.651,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,concurrent_1cb,39.434,40.086,20.309,0.0213,0.0069,0.0276,0.0426,38.891,38.891,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,barrier_1cb,39.515,40.086,20.309,0.0157,0.0011,0.0260,0.0319,39.297,39.297,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,raw_1cb,39.597,40.086,20.309,0.0118,0.0048,0.0252,0.0239,39.283,39.283,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,serialenc_1cb,39.529,40.086,20.309,0.0122,0.0046,0.0278,0.0248,39.290,39.290,0.000000
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,two_cb,40.229,40.086,20.309,-0.0040,-0.0118,0.0074,-0.0080,64.216,40.060,0.376170
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,two_queue,40.331,40.086,20.309,-0.0041,-0.0201,0.0088,-0.0082,63.165,40.113,0.364937
gemm/gemm,fill M=512 N=1024 K=30896 tg=2048,two_cb_serial,39.718,40.086,20.309,0.0113,0.0022,0.0143,0.0227,39.275,39.275,0.000000
gemm/gemm,moe512 M=512 N=4896 K=6768 tg=9792,a_only,20.479,40.605,20.479,0.5001,0.4953,0.5006,1.0005,19.932,19.932,0.000000
gemm/gemm,moe512 M=512 N=4896 K=6768 tg=9792,b_only,20.149,40.605,20.479,0.4999,0.4994,0.5047,1.0000,19.938,19.938,0.000000
gemm/gemm,moe512 M=512 N=4896 K=6768 tg=9792,concurrent_1cb,40.352,40.605,20.479,0.0064,-0.0089,0.0179,0.0128,39.780,39.780,0.000000
gemm/gemm,moe512 M=512 N=4896 K=6768 tg=9792,barrier_1cb,40.119,40.605,20.479,0.0059,-0.0057,0.0235,0.0119,39.849,39.849,0.000000
gemm/gemm,moe512 M=512 N=4896 K=6768 tg=9792,raw_1cb,40.436,40.605,20.479,0.0044,-0.0079,0.0151,0.0089,39.874,39.874,0.000000
gemm/gemm,moe512 M=512 N=4896 K=6768 tg=9792,serialenc_1cb,40.113,40.605,20.479,0.0056,0.0039,0.0155,0.0113,39.870,39.870,0.000000
gemm/gemm,moe512 M=512 N=4896 K=6768 tg=9792,two_cb,40.517,40.605,20.479,0.0009,-0.0078,0.0118,0.0018,64.075,40.288,0.371228
gemm/gemm,moe512 M=512 N=4896 K=6768 tg=9792,two_queue,40.556,40.605,20.479,0.0021,-0.0183,0.0161,0.0043,63.968,40.281,0.370292
gemm/gemm,moe512 M=512 N=4896 K=6768 tg=9792,two_cb_serial,40.649,40.605,20.479,0.0001,-0.0126,0.0105,0.0002,39.881,39.881,0.000000
