gate,polarity,declarations,symbols,n_read_sites,overall_class,site,site_class,reason
DARKBLOOM_PREFILL_EXPERT_PAIRWISE_SCALES,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:228,lagunaPrefillExpertPairwiseScalesEnabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:10994,LIVE,no default-ON gate dominates this site
DARKBLOOM_PREFILL_FUSED_GATE_UP,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:222,lagunaPrefillFusedRoutedGateUpEnabled,1,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:10977,LIVE,no default-ON gate dominates this site
DARKBLOOM_PREFILL_FUSED_RESIDUAL_RMS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:280,lagunaPrefillFusedResidualRMSNormEnabled,1,NEEDS-RUNTIME-OBSERVATION,Sources/MLXFastModel/LagunaRuntimeModel.swift:11199,NEEDS-RUNTIME-OBSERVATION,in else-if branch after a chain condition gated by [lagunaFusedResidualRMSNormRouterEnabled] plus extra runtime predicates; in else-if branch after a chain condition gated by [lagunaFusedResidualRMSNormEnabled] plus extra runtime predicates
DARKBLOOM_PREFILL_MOE_TAIL,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:9669,lagunaPrefillMoETailEnabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11016,LIVE,no default-ON gate dominates this site
DARKBLOOM_PREFILL_MOE_TAIL,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:9669,lagunaPrefillMoETailEnabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11025,LIVE,no default-ON gate dominates this site
DARKBLOOM_PREFILL_MOE_TAIL,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:9669,lagunaPrefillMoETailEnabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11071,LIVE,no default-ON gate dominates this site
DARKBLOOM_PREFILL_MOE_TAIL,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:9669,lagunaPrefillMoETailEnabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11236,LIVE,no default-ON gate dominates this site
DARKBLOOM_PREFILL_QK_NORM_ROPE,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:541,lagunaPrefillQKNormRoPEEnabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:6139,LIVE,no default-ON gate dominates this site
DARKBLOOM_PREFILL_QK_NORM_ROPE,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:541,lagunaPrefillQKNormRoPEEnabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:6145,LIVE,no default-ON gate dominates this site
DARKBLOOM_PREFILL_QK_NORM_ROPE,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:541,lagunaPrefillQKNormRoPEEnabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11500,LIVE,no default-ON gate dominates this site
DARKBLOOM_PREFILL_QK_NORM_ROPE,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:541,lagunaPrefillQKNormRoPEEnabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11643,NEEDS-RUNTIME-OBSERVATION,in else branch after a chain condition gated by [lagunaRoPEAngleAtlasEnabled] plus extra runtime predicates
DARKBLOOM_PREFILL_ROUTER_TOP8,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:9660,lagunaPrefillRouterTop8Enabled,1,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:10259,LIVE,no default-ON gate dominates this site
DARKBLOOM_PREFILL_ROUTER_TOURNAMENT,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:10211,lagunaPrefillRouterTournamentEnabled,1,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:10241,LIVE,no default-ON gate dominates this site
DARKBLOOM_PREFILL_SORTED_MOE_TAIL,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:9677,lagunaPrefillSortedMoETailEnabled,1,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11015,LIVE,no default-ON gate dominates this site
DARKBLOOM_QKV_TAIL_FOLD,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:4677,lagunaTailNVFP4QKVTailFoldEnabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:4681,LIVE,no default-ON gate dominates this site
DARKBLOOM_QKV_TAIL_FOLD,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:4677,lagunaTailNVFP4QKVTailFoldEnabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:4688,LIVE,no default-ON gate dominates this site
DARKBLOOM_QMV_R1,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:289,lagunaSwiGLUQMVRows1Enabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:7581,LIVE,no default-ON gate dominates this site
DARKBLOOM_QMV_R1,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:289,lagunaSwiGLUQMVRows1Enabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:7584,LIVE,no default-ON gate dominates this site
DARKBLOOM_QMV_WIDE_CODES,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:325,lagunaSharedQMVWideCodesEnabled,1,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:7215,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROPE_ANGLE_ATLAS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:604,lagunaRoPEAngleAtlasEnabled,3,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11500,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROPE_ANGLE_ATLAS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:604,lagunaRoPEAngleAtlasEnabled,3,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11538,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROPE_ANGLE_ATLAS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:604,lagunaRoPEAngleAtlasEnabled,3,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11588,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROPE_ATLAS_VIEWS,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:627,lagunaRoPEAtlasViewsEnabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11538,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROPE_ATLAS_VIEWS,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:627,lagunaRoPEAtlasViewsEnabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11602,NEEDS-RUNTIME-OBSERVATION,in else-if branch after a chain condition gated by [lagunaRoPEAngleAtlasEnabled] plus extra runtime predicates
DARKBLOOM_ROUTED_GATEUP_R1,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:7913,lagunaRoutedGateUpR1Enabled,1,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8044,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_ORDINAL,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:9480,lagunaDecodeRouterOrdinalEnabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:9600,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_ORDINAL,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:9480,lagunaDecodeRouterOrdinalEnabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:10194,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_ORDINAL_SCORE_TABLE,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:9486,lagunaDecodeRouterOrdinalScoreTableEnabled,1,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:9601,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_PRECOMPUTED_KEYS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:172,lagunaRouterPrecomputedKeysEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:958,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_PRECOMPUTED_KEYS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:172,lagunaRouterPrecomputedKeysEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:1132,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_PRECOMPUTED_KEYS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:172,lagunaRouterPrecomputedKeysEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:1134,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_PRECOMPUTED_KEYS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:172,lagunaRouterPrecomputedKeysEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:1137,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_PRECOMPUTED_KEYS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:172,lagunaRouterPrecomputedKeysEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:1142,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_PRECOMPUTED_KEYS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:172,lagunaRouterPrecomputedKeysEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:1220,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_PRECOMPUTED_KEYS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:172,lagunaRouterPrecomputedKeysEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:1229,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_PRECOMPUTED_KEYS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:172,lagunaRouterPrecomputedKeysEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:1231,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTER_PRECOMPUTED_KEYS,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:172,lagunaRouterPrecomputedKeysEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:10847,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTE_COUNTING_SORT,default-ON,Vendor/mlx-swift-lm/Libraries/MLXLMCommon/SwitchLayers.swift:78,routeCountingSortEnabled,2,LIVE,Vendor/mlx-swift-lm/Libraries/MLXLMCommon/SwitchLayers.swift:161,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTE_COUNTING_SORT,default-ON,Vendor/mlx-swift-lm/Libraries/MLXLMCommon/SwitchLayers.swift:78,routeCountingSortEnabled,2,LIVE,Vendor/mlx-swift-lm/Libraries/MLXLMCommon/SwitchLayers.swift:266,LIVE,no default-ON gate dominates this site
DARKBLOOM_ROUTE_FUSED_SCATTER,default-ON,Vendor/mlx-swift-lm/Libraries/MLXLMCommon/SwitchLayers.swift:187,routeFusedScatterEnabled,1,LIVE,Vendor/mlx-swift-lm/Libraries/MLXLMCommon/SwitchLayers.swift:266,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_FIRST_DOWN,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:8219,lagunaSharedFirstDownOrderEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8231,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_FIRST_DOWN,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:8219,lagunaSharedFirstDownOrderEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8234,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_FIRST_DOWN,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:8219,lagunaSharedFirstDownOrderEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8257,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_FIRST_DOWN,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:8219,lagunaSharedFirstDownOrderEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8260,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_FIRST_DOWN,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:8219,lagunaSharedFirstDownOrderEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8428,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_FIRST_DOWN,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:8219,lagunaSharedFirstDownOrderEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8431,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_FIRST_DOWN,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:8219,lagunaSharedFirstDownOrderEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8557,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_FIRST_DOWN,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:8219,lagunaSharedFirstDownOrderEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8560,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_FIRST_DOWN,default-OFF,Sources/MLXFastModel/LagunaRuntimeModel.swift:8219,lagunaSharedFirstDownOrderEnabled,9,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8635,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_QMV_R1,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:296,lagunaSharedSwiGLUQMVRows1Enabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:7202,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_QMV_R1,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:296,lagunaSharedSwiGLUQMVRows1Enabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:7218,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_QMV_R1,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:296,lagunaSharedSwiGLUQMVRows1Enabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:7221,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_QMV_R1,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:296,lagunaSharedSwiGLUQMVRows1Enabled,4,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8919,LIVE,no default-ON gate dominates this site
DARKBLOOM_SHARED_SCALE_HALVED,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:312,lagunaSharedScaleHalvedEnabled,1,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:8911,LIVE,no default-ON gate dominates this site
DARKBLOOM_TAIL_NVFP4_SCALE_FOLD,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:4660,lagunaTailNVFP4ScaleFoldEnabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:4688,LIVE,no default-ON gate dominates this site
DARKBLOOM_TAIL_NVFP4_SCALE_FOLD,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:4660,lagunaTailNVFP4ScaleFoldEnabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:4749,LIVE,no default-ON gate dominates this site
DARKBLOOM_TERMINAL_FUSION,default-ON,Sources/MLXFastModel/LagunaRuntimeModel.swift:571,lagunaTerminalPrefillFusionEnabled,1,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:11258,LIVE,no default-ON gate dominates this site
DARKBLOOM_TRACE_FUSION,default-OFF,Sources/MLXFastModel/LagunaLmHeadPrune.swift:101;Sources/MLXFastModel/LagunaRuntimeModel.swift:76,lagunaTraceFusion;lagunaTraceFusionEnabled,2,LIVE,Sources/MLXFastModel/LagunaRuntimeModel.swift:95,LIVE,no default-ON gate dominates this site
DARKBLOOM_TRACE_FUSION,default-OFF,Sources/MLXFastModel/LagunaLmHeadPrune.swift:101;Sources/MLXFastModel/LagunaRuntimeModel.swift:76,lagunaTraceFusion;lagunaTraceFusionEnabled,2,LIVE,Sources/MLXFastModel/LagunaLmHeadPrune.swift:848,LIVE,no default-ON gate dominates this site
DARKBLOOM_WARM_GREEDY_ARGMAX,default-ON,Sources/MLXFastModel/LagunaRuntimeWeights.swift:517,(unbound),1,LIVE,Sources/MLXFastModel/LagunaRuntimeWeights.swift:517,LIVE,no default-ON gate dominates this site
MLX_SWIFT_BUILD_DOC,default-OFF,Vendor/mlx-swift-lm/Package.swift:246;Vendor/mlx-swift/Package.swift:454,(unbound),2,LIVE,Vendor/mlx-swift-lm/Package.swift:246,LIVE,no default-ON gate dominates this site
MLX_SWIFT_BUILD_DOC,default-OFF,Vendor/mlx-swift-lm/Package.swift:246;Vendor/mlx-swift/Package.swift:454,(unbound),2,LIVE,Vendor/mlx-swift/Package.swift:454,LIVE,no default-ON gate dominates this site
SPI_GENERATE_DOCS,default-OFF,Vendor/mlx-swift-lm/Package.swift:247;Vendor/mlx-swift/Package.swift:455,(unbound),2,LIVE,Vendor/mlx-swift-lm/Package.swift:247,LIVE,no default-ON gate dominates this site
SPI_GENERATE_DOCS,default-OFF,Vendor/mlx-swift-lm/Package.swift:247;Vendor/mlx-swift/Package.swift:455,(unbound),2,LIVE,Vendor/mlx-swift/Package.swift:455,LIVE,no default-ON gate dominates this site
SPM_CUDA,default-ON,Vendor/mlx-swift/Package.swift:102;Vendor/mlx-swift/Plugins/CudaBuild/plugin.swift:192,(unbound),2,LIVE,Vendor/mlx-swift/Package.swift:102,LIVE,no default-ON gate dominates this site
SPM_CUDA,default-ON,Vendor/mlx-swift/Package.swift:102;Vendor/mlx-swift/Plugins/CudaBuild/plugin.swift:192,(unbound),2,LIVE,Vendor/mlx-swift/Plugins/CudaBuild/plugin.swift:192,LIVE,no default-ON gate dominates this site
